id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_917,202400002,Convicted,"[""FIR_917""]",The victim Manoj died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by his neighbour.,Dowry Death,2024-07-29
CASE_918,202500003,Convicted,"[""FIR_918""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Bus Stand Road at knife-point.,Robbery,2025-09-06
CASE_919,202500002,Under Investigation,"[""FIR_919""]","The complainant reported that unknown persons broke into their house at APMC Yard and stole gold jewellery worth Rs 95,000 and cash. The incident occurred while the family was away.",Theft,2025-01-18
CASE_920,202600003,Pending Trial,"[""FIR_920""]",The complainant reported that property documents related to land at Old Town were forged by the accused.,Forged Documents,2026-07-15
CASE_921,202400018,Under Investigation,"[""FIR_921""]",The complainant reported an incident related to arms act offences occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2024-10-23
CASE_922,202500004,Charge Sheeted,"[""FIR_922""]",The accused was apprehended near Industrial Layout while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-07-23
CASE_923,202500002,Under Investigation,"[""FIR_923""]","The complainant reported that Manoj died following an altercation with an unidentified assailant near MG Road, suspected to involve unpaid loan.",Culpable Homicide,2025-11-09
CASE_924,202500001,Pending Trial,"[""FIR_924""]",Police recovered an unlicensed firearm from the accused during a routine check near APMC Yard.,Illegal Firearm Possession,2025-05-30
CASE_925,202500004,Charge Sheeted,"[""FIR_925""]",The complainant reported that their minor child has been missing since leaving for Railway Station Road and has not returned home.,Missing Child,2025-03-17
CASE_926,202400002,Pending Trial,"[""FIR_926""]","The complainant reported that Nagaraj died following an altercation with a former business partner near APMC Yard, suspected to involve a property dispute.",Culpable Homicide,2024-10-31
CASE_927,202400001,Charge Sheeted,"[""FIR_927""]",The victim was hit by an unidentified vehicle near Temple Street and sustained injuries; the driver fled the scene.,Hit and Run,2024-08-21
CASE_928,202400007,Under Investigation,"[""FIR_928""]",The accused was found driving under the influence of alcohol near College Road and was apprehended by a police patrol.,Drunken Driving,2024-12-17
CASE_929,202400019,Referred to Another PS,"[""FIR_929""]","The complainant alleged that the accused, entrusted with funds of Rs 385,000 for a business partnership, misappropriated the amount.",Criminal Breach of Trust,2024-07-18
CASE_930,202400003,Charge Sheeted,"[""FIR_930""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Market area.,Sexual Harassment,2024-12-31
CASE_931,202400002,Under Investigation,"[""FIR_931""]",The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near Station Road.,Sexual Harassment,2024-12-21
CASE_932,202500008,Charge Sheeted,"[""FIR_932""]",The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near Temple Street.,Sexual Harassment,2025-11-22
CASE_933,202400004,Pending Trial,"[""FIR_933""]",The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,Drunken Driving,2024-01-12
CASE_934,202600006,Under Investigation,"[""FIR_934""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 232,000 from the complainant's account.",Online Fraud,2026-01-09
CASE_935,202500002,Under Investigation,"[""FIR_935""]","The complainant stated that his neighbour assaulted them near Industrial Layout following an argument over a business partnership, causing hurt.",Assault,2025-11-10
CASE_936,202500004,Pending Trial,"[""FIR_936""]",The complainant reported that their scooter parked near Market area was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-12-11
CASE_937,202500005,Under Investigation,"[""FIR_937""]","A group of persons allegedly assembled unlawfully near College Road and engaged in rioting, causing damage to property.",Rioting,2025-01-02
CASE_938,202500003,Charge Sheeted,"[""FIR_938""]","The complainant, a woman walking near Whitefield Main Road, reported that two men on a motorcycle snatched her gold chain and sped away towards ITPL Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city.",Chain Snatching,2025-03-14
CASE_939,202400004,Charge Sheeted,"[""FIR_939""]","The complainant stated that a known acquaintance assaulted them near Ring Road following an argument over a family dispute, causing hurt.",Assault,2024-08-20
CASE_940,202400003,Charge Sheeted,"[""FIR_940""]",The accused attacked Suresh with a sharp weapon near Church Street following a quarrel over unpaid loan. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-01-14
CASE_941,202500015,Charge Sheeted,"[""FIR_941""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 33,000 from the complainant's account.",Online Fraud,2025-06-27
CASE_942,202400019,Charge Sheeted,"[""FIR_942""]","A police patrol near Main Bazaar intercepted a vehicle and recovered narcotic substances weighing 11.6 kg, suspected to be in transit for sale.",NDPS Trafficking,2024-11-23
CASE_943,202500001,Pending Trial,"[""FIR_943""]","The victim was attacked with a corrosive substance by the accused near Temple Street, sustaining burn injuries.",Acid Attack,2025-08-31
CASE_944,202400006,Under Investigation,"[""FIR_944""]",The accused attacked Ramesh with a knife near New Extension following a quarrel over land boundary issues. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-08-17
CASE_945,202500002,Closed (Undetected),"[""FIR_945""]","The complainant, a woman walking near Main Bazaar, reported that two men on a motorcycle snatched her gold chain and sped away towards Church Street.",Chain Snatching,2025-10-27
CASE_946,202400004,Pending Trial,"[""FIR_946""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 302,000.",Identity Theft,2024-10-26
CASE_947,202400002,Under Investigation,"[""FIR_947""]",The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.,Stalking,2024-08-17
CASE_948,202400001,Closed (False Case),"[""FIR_948""]","Unknown persons broke into the complainant's premises at Bus Stand Road at night and decamped with valuables worth Rs 382,000.",Burglary,2024-06-25
CASE_949,202500002,Under Investigation,"[""FIR_949""]","A group of persons allegedly assembled unlawfully near Temple Street and engaged in rioting, causing damage to property.",Rioting,2025-08-29
CASE_950,202600004,Charge Sheeted,"[""FIR_950""]",The complainant reported that the minor victim was subjected to abuse by his neighbour at Industrial Layout.,Child Abuse,2026-01-03
CASE_951,202400004,Charge Sheeted,"[""FIR_951""]","The complainant reported that Deepa was found dead with injuries near Ring Road, allegedly assaulted by an unidentified assailant following a dispute over a business partnership.",Murder,2024-06-05
CASE_952,202500004,Under Investigation,"[""FIR_952""]","The complainant reported that unknown persons broke into their house at New Extension and stole gold jewellery worth Rs 343,000 and cash. The incident occurred while the family was away.",Theft,2025-07-07
CASE_953,202400009,Under Investigation,"[""FIR_953""]",The accused attacked Ramesh with a knife near Church Street following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-08-18
CASE_954,202500016,Closed (False Case),"[""FIR_954""]",The complainant reported that their minor child has been missing since leaving for Gandhi Nagar and has not returned home.,Missing Child,2025-02-19
CASE_955,202600003,Closed (False Case),"[""FIR_955""]","The victim was attacked with a corrosive substance by the accused near Gandhi Nagar, sustaining burn injuries.",Acid Attack,2026-04-21
CASE_956,202500003,Abated,"[""FIR_956""]","The complainant paid an advance of Rs 185,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",Cheating,2025-05-09
CASE_957,202500004,Abated,"[""FIR_957""]",The complainant reported an incident related to arms act offences occurring near New Extension. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2025-08-01
CASE_958,202400002,Pending Trial,"[""FIR_958""]","The victim was attacked with a corrosive substance by the accused near College Road, sustaining burn injuries.",Acid Attack,2024-06-01
CASE_959,202600001,Closed (False Case),"[""FIR_959""]","A police patrol near Temple Street intercepted a vehicle and recovered narcotic substances weighing 11.5 kg, suspected to be in transit for sale.",NDPS Trafficking,2026-03-03
CASE_960,202400002,Charge Sheeted,"[""FIR_960""]","Unknown persons broke into the complainant's premises at Main Bazaar at night and decamped with valuables worth Rs 346,000.",Burglary,2024-10-04
CASE_961,202500004,Compromised,"[""FIR_961""]","A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 295,000.",Dacoity,2025-12-03
CASE_962,202600010,Acquitted,"[""FIR_962""]","The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Bus Stand Road.",Chain Snatching,2026-04-29
CASE_963,202500003,Closed (False Case),"[""FIR_963""]",The complainant reported an incident related to crimes against children occurring near Station Road. Investigation is underway to ascertain further facts.,Child Labour,2025-09-10
CASE_964,202400003,Under Investigation,"[""FIR_964""]","A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 223,000.",Dacoity,2024-09-27
CASE_965,202400004,Under Investigation,"[""FIR_965""]",The accused was found driving under the influence of alcohol near Church Street and was apprehended by a police patrol.,Drunken Driving,2024-03-08
CASE_966,202600007,Under Investigation,"[""FIR_966""]",The complainant reported an incident related to environmental offences occurring near Railway Station Road. Investigation is underway to ascertain further facts.,Wildlife Poaching,2026-03-21
